LEAID,NAME,STATE_STATECODE
4826370,LACKLAND ISD,TX
601756,River Islands Technology Academy II District,CA
1700272,West Central IL Spec Educ Coop,IL
4000787,JOHN W REX CHARTER ELEMENTARY,OK
1304500,Screven County,GA
3400082,Ridge and Valley Charter School,NJ
2503510,Chelmsford,MA
1600189,ELEVATE ACADEMY INC.,ID
5009510,Woodstock UHSD #4,VT
4000789,OKLAHOMA YOUTH ACADEMY,OK
4826400,LAGO VISTA ISD,TX
3600017,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,NY
1700273,Delabar CTE System,IL
2503540,Chelsea,MA
1304530,Seminole County,GA
5009540,Worcester School District,VT
4000791,COLLEGE BOUND(CHARTER),OK
3400083,Union County TEAMS Charter School-High School/College LA,NJ
601757,National Univ Acad HomeSch/Independent Study Orange Co DIST,CA
2503660,Chicopee,MA
1600190,Forge International LLC,ID
4826430,LAKE DALLAS ISD,TX
5009570,North Country Junior UHSD #22,VT
4000792,HONOR ACADEMY(CHARTER),OK
1304540,Social Circle City,GA
2503720,Clarksburg,MA
3630690,WEST ISLIP UNION FREE SCHOOL DISTRICT,NY
3400084,University Heights Charter School,NJ
1700274,Jackson/Perry Co Reg Del System,IL
2503750,Clinton,MA
4000793,COLLEGIATE HALL(CHARTER),OK
5009600,North Country Senior UHSD #22,VT
1600240,BEAR LAKE COUNTY DISTRICT,ID
4826470,LAKE TRAVIS ISD,TX
601758,El Sol Santa Ana Science and Arts Academy District,CA
1304560,Stephens County,GA
2503780,Cohasset,MA
3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,NJ
3600018,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,NY
4000794,LANGSTON HUGHES ACAD ARTS-TECH,OK
1700275,Kankakee Area Career Center,IL
4826490,LAKE WORTH ISD,TX
1600270,BLACKFOOT DISTRICT,ID
5099901,Mt. Abraham Unified School District (Supervisory),VT
2503840,Concord,MA
1304590,Stewart County,GA
4000795,CARLTON LANDING ACADEMY,OK
601759,University Preparatory District,CA
3400087,Paterson Charter School for Science and Technology,NJ
2503870,Concord-Carlisle,MA
3630760,WEST PARK UNION FREE SCHOOL DISTRICT,NY
4826580,LAMAR CISD,TX
5099902,Addison Northwest Supervisory Union,VT
4000796,SANTA FE SOUTH (CHARTER),OK
1600300,BLAINE COUNTY DISTRICT,ID
1700276,Kankakee Area Reg Voc Ed System,IL
2503900,Conway,MA
1304620,Sumter County,GA
4000797,OLUSTEE-ELDORADO,OK
5099903,Addison Central Supervisory Union,VT
3400088,OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS,NJ
2503990,Danvers,MA
4826610,LAMESA ISD,TX
601760,Vista Condor Global Academy District,CA
3600019,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,NY
1600330,BLISS JOINT DISTRICT,ID
1304650,Talbot County,GA
4000798,DAVIDSON,OK
2504020,Dartmouth,MA
1700277,Iroquois Area Reg Del System,IL
5099904,Addison Rutland Supervisory Union,VT
4826640,LAMPASAS ISD,TX
3400089,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,NJ
2504050,Dedham,MA
4000799,DOVE SCIENCE ACADEMY (CHARTER),OK
3630780,WEST SENECA CENTRAL SCHOOL DISTRICT,NY
601761,APEX Academy District,CA
1600360,BOISE INDEPENDENT DISTRICT,ID
1304680,Taliaferro County,GA
5099905,Southwest Vermont Supervisory Union,VT
2504080,Deerfield,MA
1700278,Valley Educ for Employ System,IL
4826670,LANCASTER ISD,TX
4000800,EPIC BLENDED LEARNING CHARTER,OK
3400090,Central Jersey College Prep Charter School,NJ
2504140,Dennis-Yarmouth,MA
5099906,Bennington Rutland Supervisory Union,VT
1304770,Tattnall County,GA
3600020,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,NY
1600420,BOUNDARY COUNTY DISTRICT,ID
601762,EPIC de Cesar Chavez District,CA
2504200,Dighton-Rehoboth,MA
4000801,LE MONDE INTERNATIONAL SCHOOL,OK
3400660,Absecon Public Schools District,NJ
4826700,LANEVILLE ISD,TX
5099907,Colchester Supervisory District,VT
1700279,Northern Kane Co Reg Voc System,IL
2504230,Douglas,MA
1304800,Taylor County,GA
4000802,NORTH ROCK CREEK,OK
3630900,WEST VALLEY CENTRAL SCHOOL DISTRICT,NY
3400690,Alexandria Township School District,NJ
2504260,Dover,MA
5099908,Caledonia North Supervisory Union,VT
1600450,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,ID
4826790,LAREDO ISD,TX
4000803,ACADEMY OF SEMINOLE CHARTER,OK
601763,Classical Academy High District,CA
1304830,Telfair County,GA
1700280,Lake Co High Schools Tech Campus,IL
2504290,Dover-Sherborn,MA
4002370,ACHILLE,OK
3400715,Bergen Arts and Science Charter School,NJ
3630930,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,NY
5099909,Caledonia Central Supervisory Union,VT
1600480,BUHL JOINT DISTRICT,ID
2504320,Dracut,MA
4826850,LASARA ISD,TX
4002430,ADA,OK
1304860,Terrell County,GA
601764,KIPP Raices Academy District,CA
3400717,Foundation Academy Charter School,NJ
1700281,Lake County Area Voc System,IL
4002460,ADAIR,OK
5099910,Milton Supervisory District,VT
2504360,Dudley-Charlton Reg,MA
4826910,LATEXO ISD,TX
4002520,AFTON,OK
3600021,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,NY
1600490,BUTTE COUNTY JOINT DISTRICT,ID
2504410,Duxbury,MA
3400718,Community Charter School of Paterson,NJ
1304890,Thomas County,GA
5099911,Saint Johnsbury Supervisory District,VT
4002550,AGRA,OK
1700283,Starved Rock for Voc Tech Ed,IL
601765,Rio Valley Charter District,CA
2504440,East Bridgewater,MA
4826970,LAZBUDDIE ISD,TX
4002580,ALBION,OK
1600510,CALDWELL DISTRICT,ID
3400719,Pride Academy Charter School,NJ
5099912,Chittenden East Supervisory Union,VT
3630960,WESTBURY UNION FREE SCHOOL DISTRICT,NY
2504500,East Longmeadow,MA
1304950,Thomasville City,GA
4002670,ALEX,OK
1700284,Lincolnland Reg Del System,IL
2504530,Eastham,MA
4827000,LEAKEY ISD,TX
3400720,Allamuchy Township School District,NJ
1600540,CAMAS COUNTY DISTRICT,ID
5099914,Champlain Valley Supervisory District,VT
4002720,ALINE-CLEO,OK
601766,Renaissance Arts Academy District,CA
1304980,Tift County,GA
2504560,Nauset,MA
3600023,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,NY
4002760,ALLEN,OK
1700285,Heartland Region,IL
4827030,LEANDER ISD,TX
3400723,Paul Robeson Charter School for the Humanities,NJ
5099915,Burlington Supervisory District,VT
2504590,Easthampton,MA
4002790,ALLEN-BOWDEN,OK
1600570,CAMBRIDGE JOINT DISTRICT,ID
1305040,Toombs County,GA
2504620,Easton,MA
4002850,ALTUS,OK
3630990,WESTFIELD CENTRAL SCHOOL DISTRICT,NY
4827060,LEARY ISD,TX
601767,Yav Pem Suab Academy - Preparing for Future Charter District,CA
1700286,Central Ill Rural Region,IL
3400724,Burch Charter School of Excellence,NJ
5099916,South Burlington Supervisory District,VT
2504650,Oak Bluffs,MA
4002880,ALVA,OK
1305070,Towns County,GA
1600600,VALLIVUE SCHOOL DISTRICT,ID
2504710,Erving,MA
4002910,AMBER-POCASSET,OK
5099917,Winooski Supervisory District,VT
3400727,The Ethical Community Charter School,NJ
4827090,LEFORS ISD,TX
3600024,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,NY
2504770,Everett,MA
1305100,Treutlen County,GA
1700288,Madison Co Career & Tech Ed Sys,IL
1600630,CASCADE DISTRICT,ID
4003000,ANADARKO,OK
601768,High Tech Elementary Explorer District,CA
2504800,Fairhaven,MA
5099918,Essex Caledonia Supervisory Union,VT
3400729,Vineland Public Charter School,NJ
4003010,ANDERSON,OK
4827120,LEGGETT ISD,TX
2504830,Fall River,MA
1305130,Trion City,GA
3631020,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,NY
1700289,Central IL Voc Ed Coop,IL
5099919,Essex North Supervisory Union,VT
4003060,ANTLERS,OK
1600660,CASSIA COUNTY JOINT DISTRICT,ID
2504860,Falmouth,MA
3400730,Newark Educators Community Charter School,NJ
4827180,LEON ISD,TX
601769,City Language Immersion Charter District,CA
4003120,ARAPAHO-BUTLER,OK
1305190,Turner County,GA
5099920,Franklin Northeast Supervisory Union,VT
2504890,Fitchburg,MA
3600025,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,NY
3400731,Riverbank Charter School of Excellence,NJ
4003180,ARDMORE,OK
1600690,CASTLEFORD DISTRICT,ID
1700291,Career Center of Southern IL,IL
2504920,Florida,MA
4827210,LEONARD ISD,TX
601770,Alameda Unified,CA
4003210,ARKOMA,OK
1305220,Twiggs County,GA
5099921,Franklin Northwest Supervisory Union,VT
2504950,Foxborough,MA
3400734,Hoboken Dual Language Charter School,NJ
4003240,ARNETT,OK
3631050,WESTMORELAND CENTRAL SCHOOL DISTRICT,NY
1600720,CHALLIS JOINT DISTRICT,ID
2504980,Framingham,MA
4827240,LEVELLAND ISD,TX
5099922,Franklin West Supervisory Union,VT
1700292,Okaw Regional Voc System,IL
4003300,ASHER,OK
1305250,Union County,GA
3400735,Hatikvah International Academy Charter School,NJ
2505010,Franklin,MA
601771,Voices College-Bound Language ACAD at Morgan Hill District,CA
4003360,ATOKA,OK
5099923,Maple Run Supervisory District,VT
3600026,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,NY
4827270,LEVERETTS CHAPEL ISD,TX
1600750,CLARK COUNTY DISTRICT,ID
4003450,AVANT,OK
3400740,The Barack Obama Green Charter High School District,NJ
2505020,Franklin County Regional Vocational Technical,MA
1700293,Two Rivers Career Educ System,IL
1305280,Thomaston-Upson County,GA
5099924,Grand Isle Supervisory Union,VT
4003510,BALKO,OK
601772,Uplift Monterey District,CA
2505070,Freetown-Lakeville,MA
4827300,LEWISVILLE ISD,TX
3400741,Academy for Urban Leadership Charter School,NJ
1600780,COEUR D'ALENE DISTRICT,ID
3631080,WESTPORT CENTRAL SCHOOL DISTRICT,NY
4003540,BANNER,OK
1305310,Valdosta City,GA
5099925,Lamoille North Supervisory Union,VT
2505100,Frontier,MA
1700294,Peoria Educ Reg for Empl Traing,IL
601773,Plumas Charter District,CA
4003570,BARNSDALL,OK
3400744,Benjamin Banneker Preparatory Charter School,NJ
4827330,LEXINGTON ISD,TX
2505130,Gardner,MA
5099926,Lamoille South Supervisory Union,VT
1305340,Vidalia City,GA
3600029,GENESEE COMMUNITY CHARTER SCHOOL,NY
4003630,BARTLESVILLE,OK
1600810,COTTONWOOD JOINT DISTRICT,ID
2505160,Gateway,MA
1700295,Quad City Career and Tech Ed Cons,IL
5099927,Orange East Supervisory Union,VT
3400745,Passaic Arts and Science Charter School,NJ
4003660,BATTIEST,OK
4827390,LIBERTY-EYLAU ISD,TX
1305370,Walker County,GA
2505220,Georgetown,MA
601774,Oak Park Preparatory Academy District,CA
3631170,WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,NY
4003690,BEARDEN,OK
5099928,Orange Southwest Supervisory Union,VT
3400746,Thomas Edison EnergySmart Charter School,NJ
1600815,PLUMMER-WORLEY JOINT DISTRICT,ID
2505270,Gill-Montague,MA
1700297,Southwestern Illinois Career & TE,IL
4827420,LIBERTY HILL ISD,TX
4003750,BEAVER,OK
1305390,Walton County,GA
601775,Futures High District,CA
5099929,Orange North Supervisory Union,VT
2505280,Gloucester,MA
3400748,John P Holland Charter School,NJ
4003810,BEGGS,OK
3631200,WHEELERVILLE UNION FREE SCHOOL DISTRICT,NY
1600840,COUNCIL DISTRICT,ID
1305430,Ware County,GA
2505340,Gosnold,MA
1700298,ESL Regional Vocational System,IL
5099930,White River Valley Supervisory Union,VT
4827450,LIBERTY ISD,TX
3400749,Millville Public Charter School,NJ
4003840,BELFONTE,OK
2505370,Grafton,MA
3600030,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,NY
4003930,BENNINGTON,OK
1305460,Warren County,GA
5099931,North Country Supervisory Union,VT
601776,California Montessori Project - Elk Grove Campus District,CA
3400750,Allendale Public School District,NJ
1600870,CULDESAC JOINT DISTRICT,ID
4827510,LINDALE ISD,TX
2505400,Granby,MA
4004020,BERRYHILL,OK
1700299,Regional Office of Car/Tech Educ,IL
4004110,BETHANY,OK
5099932,Washington Central Supervisory Union,VT
3400751,Great Oaks Legacy Charter School,NJ
3600032,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,NY
1305490,Washington County,GA
1600900,DIETRICH DISTRICT,ID
2505470,Greater Lawrence Regional Vocational Technical,MA
4827540,LINDEN-KILDARE CISD,TX
3018290,Melville Elem,MT
601777,ISANA Achernar Academy District,CA
5099933,Mill River Unified Union Supervisory District,VT
1700304,Vermilion Voc Ed Deliver System,IL
3400752,The Kingdom Charter School of Leadership,NJ
1305550,Wayne County,GA
3631260,WHITE PLAINS CITY SCHOOL DISTRICT,NY
2505480,Greater Lowell Regional Vocational Technical,MA
3018410,Miles City Elem,MT
1600930,BONNEVILLE JOINT DISTRICT,ID
4827570,LINDSAY ISD,TX
5099934,Orleans Central Supervisory Union,VT
3400753,M.E.T.S. CHARTER SCHOOL,NJ
3018540,Missoula H S,MT
1700305,Whiteside Area Career,IL
601778,Aspire University Charter District,CA
1305580,Webster County,GA
2505485,Greater Fall River Regional Vocational Technical,MA
3600033,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,NY
3018570,Missoula Elem,MT
5099935,Orleans Southwest Supervisory Union,VT
1600960,PRESTON JOINT DISTRICT,ID
4827600,LINGLEVILLE ISD,TX
3400754,Peoples Preparatory Charter School District,NJ
2505490,Greenfield,MA
3018660,Molt Elem,MT
1305640,Wheeler County,GA
1700306,Whiteside Regional Voc System,IL
5099936,Rutland Northeast Supervisory Union,VT
2505500,Groton-Dunstable,MA
3400755,Roseville Community Charter School,NJ
3631290,WHITEHALL CENTRAL SCHOOL DISTRICT,NY
601779,Vista Oaks Charter District,CA
3018750,Monforton Elem,MT
4827630,LIPAN ISD,TX
1601020,EMMETT INDEPENDENT DISTRICT,ID
2505580,Hadley,MA
5099937,Rutland Central Supervisory Union,VT
3018780,Montana City Elem,MT
1305670,White County,GA
3400756,Dr Lena Edwards Academic Charter School,NJ
2505610,Halifax,MA
1700307,Wilco Area Career Center,IL
3631320,WHITESBORO CENTRAL SCHOOL DISTRICT,NY
3018870,Moore Elem,MT
5099938,Rutland Southwest Supervisory Union,VT
1601050,FILER DISTRICT,ID
4827690,LITTLE CYPRESS-MAURICEVILLE CISD,TX
2505670,Hamilton-Wenham,MA
3400759,BelovED Community Charter School,NJ
601780,Gold Rush Charter District,CA
3018900,Moore H S,MT
1305700,Whitfield County,GA
2505730,Hampden-Wilbraham,MA
5099940,Rutland City Supervisory District,VT
1700308,Three Rivers EFE System,IL
3600035,KING CENTER CHARTER SCHOOL,NY
1601080,FIRTH DISTRICT,ID
3018960,Morin Elem,MT
4827720,LITTLE ELM ISD,TX
3400763,Hope Community Charter School,NJ
2505740,Hampshire,MA
601781,SIATech District,CA
1305730,Wilcox County,GA
5099941,Washington Northeast Supervisory Union,VT
3019170,Nashua K-12 Schools,MT
2505760,Hancock,MA
3400764,Phillip's Academy  Charter School,NJ
1700309,Tazewell Co Area EFE RDS,IL
4827750,LITTLEFIELD ISD,TX
3600036,SOUTH BUFFALO CHARTER SCHOOL,NY
1601110,FREMONT COUNTY JOINT DISTRICT,ID
3019310,North Harlem Colony Elem,MT
2505790,Hanover,MA
1305760,Wilkes County,GA
5099942,Harwood Unified Union Supervisory District,VT
3400765,Paterson Arts and Science Charter School,NJ
3019500,Noxon H S,MT
2505880,Harvard,MA
601782,Rocketship Mateo Sheedy Elementary District,CA
1700310,West Carroll CUSD 314,IL
4827780,LIVINGSTON ISD,TX
1601140,FRUITLAND DISTRICT,ID
5099943,Washington South Supervisory Union,VT
3400766,Compass Academy Charter School,NJ
3631350,WHITESVILLE CENTRAL SCHOOL DISTRICT,NY
3019530,Nye Elem,MT
2505940,Hatfield,MA
1305790,Wilkinson County,GA
2505970,Haverhill,MA
4827810,LLANO ISD,TX
5099945,Montpelier Supervisory District,VT
3400767,Jersey City Global Charter School,NJ
3019740,Opheim K-12 Schools,MT
1700311,South Eastern Sp Ed Program,IL
1601170,GARDEN VALLEY DISTRICT,ID
601783,Mare Island Technology Academy District,CA
1305850,Worth County,GA
2506000,Hawlemont,MA
3019950,Ovando Elem,MT
3631380,WHITNEY POINT CENTRAL SCHOOL DISTRICT,NY
5099946,Windham Central Supervisory Union,VT
2506090,Hingham,MA
3400769,South Hunterdon Regional School District,NJ
1601200,GENESEE JOINT DISTRICT,ID
3020040,Park City Elem,MT
4827870,LOCKHART ISD,TX
1700312,Eisenhower Cooperative,IL
601784,Desert Sands Charter District,CA
1602610,PLEASANT VALLEY ELEMENTARY DISTRICT,OR
2506150,Holbrook,MA
5099947,Windham Northeast Supervisory Union,VT
3020070,Park City H S,MT
2506210,Holland,MA
3400770,Trenton Stem-to-Civics Charter School,NJ
4827890,LOCKNEY ISD,TX
3600038,TAPESTRY CHARTER SCHOOL,NY
3020100,Park H S,MT
3800004,ND VISION SERVICES,ND
2506240,Holliston,MA
5099948,Windham Southeast Supervisory Union,VT
1601230,GLENNS FERRY JOINT DISTRICT,ID
1700313,Educ for Employment Sys 330,IL
3400771,Atlantic Community Charter School,NJ
601785,PUC Lakeview Charter High District,CA
3020170,Pass Creek Elem,MT
2506270,Holyoke,MA
4827930,LOHN ISD,TX
5099949,Windham Southwest Supervisory Union,VT
3020240,Pendroy Elem,MT
3400772,Mastery Schools of Camden Inc.,NJ
3800005,MARMOT SCHOOLS,ND
2506300,Hopedale,MA
1601260,GOODING JOINT DISTRICT,ID
1700314,West Prairie CUSD 103,IL
4827960,LOMETA ISD,TX
3020670,Pine Creek Elem,MT
3631410,NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS),NY
2506330,Hopkinton,MA
5099951,Windsor Central Supervisory Union,VT
601786,The Language Academy of Sacramento District,CA
3400773,Link Community Charter School,NJ
3800006,ND SCHOOL FOR THE DEAF,ND
3020690,Pine Grove Elem,MT
2506390,Hudson,MA
1601290,GRACE JOINT DISTRICT,ID
4827990,LONDON ISD,TX
5099952,Windsor Southeast Supervisory Union,VT
1700317,NW Educ Cncl for Student Success,IL
3020790,Pioneer Elem,MT
3400774,Great Futures Charter School,NJ
2506420,Hull,MA
3800014,BISMARCK 1,ND
601787,High Tech LA Middle District,CA
2506480,Ipswich,MA
3600039,AMBER CHARTER SCHOOL EAST HARLEM,NY
3020850,Plains K-12,MT
4828020,LONE OAK ISD,TX
5099954,Hartford Supervisory District,VT
3400775,International Academy of Trenton Charter School,NJ
1601380,HAGERMAN JOINT DISTRICT,ID
1700319,West Central CUSD 235,IL
3800015,NAUGHTON 25,ND
2506510,King Philip,MA
3020880,Pleasant Valley Elem,MT
3400776,Camden Prep Inc.,NJ
5099955,School Administrative Unit #70,NH
2506540,Kingston,MA
4828110,LONGVIEW ISD,TX
1601410,HANSEN DISTRICT,ID
3800016,STRASBURG 15,ND
3020960,Plentywood K-12 Schools,MT
1700320,Monmouth-Roseville CUSD 238,IL
2506630,Lanesborough (non-op),MA
601788,Gompers Preparatory Academy District,CA
3631440,WILLIAMSON CENTRAL SCHOOL DISTRICT,NY
3400777,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,NJ
5099956,Springfield Supervisory District,VT
2506660,Lawrence,MA
3021000,Plevna K-12 Schools,MT
4828140,LOOP ISD,TX
3800017,LINTON 36,ND
3400778,Marie H. Katzenbach School for the Deaf,NJ
1601440,HIGHLAND JOINT DISTRICT,ID
2506690,Lee,MA
1700321,United CUSD 304,IL
5099957,Blue Mountain Supervisory District,VT
3021030,Polaris Elem,MT
601789,Valor Academy High District,CA
4828170,LORAINE ISD,TX
3600042,BRONX PREPARATORY CHARTER SCHOOL,NY
2506720,Leicester,MA
3021060,Polson Elem,MT
3800018,CAVALIER 6,ND
5900103,Kickapoo Nation School,KS
3400779,College Achieve Central Charter School,NJ
2506750,Lenox,MA
3021090,Polson H S,MT
1601470,HOMEDALE JOINT DISTRICT,ID
1700322,Henry-Stark County Spec Ed Dist,IL
4828200,LORENA ISD,TX
3400781,Empowerment Academy Charter School,NJ
2506780,Leominster,MA
1919740,Mormon Trail Comm School District,IA
3021150,Miami Elem,MT
3800021,JAMESTOWN 1,ND
601790,Compass Charter Schools of Los Angeles District,CA
3631470,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,NY
3021240,Poplar Elem,MT
2506810,Leverett,MA
1919770,Morning Sun Comm School District,IA
3400782,Bridgeton Public Charter School,NJ
1700323,Crescent Iroquois CUSD 249,IL
1601500,HORSESHOE BEND SCHOOL DISTRICT,ID
4828230,LORENZO ISD,TX
2506840,Lexington,MA
3021270,Poplar H S,MT
3800023,SCRANTON 33,ND
1919800,Moulton-Udell Comm School District,IA
601791,KIPP Ignite Academy District,CA
2506900,Lincoln,MA
3021330,Potomac Elem,MT
3400783,International Academy of Atlantic City Charter School,NJ
1700324,Sangamon Valley CUSD 9,IL
1601530,IDAHO FALLS DISTRICT,ID
4828290,LOS FRESNOS CISD,TX
3600045,BROOKLYN CHARTER SCHOOL (THE),NY
3800024,POWERS LAKE 27,ND
2506930,Lincoln-Sudbury,MA
3021450,Powell County H S,MT
1919860,Mount Ayr Comm School District,IA
3400784,Philip's Academy Charter School of Paterson,NJ
2506960,Littleton,MA
4828350,LOUISE ISD,TX
3021480,Garrison Elem,MT
3800025,KINDRED 2,ND
1700325,Region III Spec Ed Coop,IL
601792,Stockton Collegiate International Secondary District,CA
1601570,JEFFERSON COUNTY JOINT DISTRICT,ID
1919890,Mount Pleasant Comm School District,IA
3400785,Camden's Promise Charter School,NJ
2506990,Longmeadow,MA
3021510,Power Elem,MT
3600046,COMMUNITY PARTNERSHIP CHARTER SCHOOL,NY
4828380,LOVEJOY ISD,TX
2507020,Lowell,MA
3021540,Power H S,MT
1920040,Mount Vernon Comm School District,IA
3400786,Cresthaven Academy Charter School,NJ
3800027,NEW ENGLAND 9,ND
1601590,JEROME JOINT DISTRICT,ID
1700326,El Paso-Gridley CUSD 11,IL
2507050,Ludlow,MA
3021720,Pryor Elem,MT
601793,Rocketship Redwood City District,CA
4828410,LOVELADY ISD,TX
1920100,Murray Comm School District,IA
3400787,Hudson Arts and Science Charter School,NJ
2507080,Lunenburg,MA
3021850,Ramsay Elem,MT
3800029,DRAKE 57,ND
3631500,WILLSBORO CENTRAL SCHOOL DISTRICT,NY
1601620,KAMIAH JOINT DISTRICT,ID
2507110,Lynn,MA
4828500,LUBBOCK ISD,TX
1920130,Muscatine Comm School District,IA
3021870,Rapelje Elem,MT
3400788,LEAD Charter School,NJ
1700327,McHenry Co Coop for Employ Educ,IL
601794,Options for Youth-San Juan District,CA
3800031,HAZEN 3,ND
2507140,Lynnfield,MA
1601650,KELLOGG JOINT DISTRICT,ID
3021900,Rapelje H S,MT
3400789,Ocean Academy Charter School,NJ
1920190,Nashua-Plainfield Comm School District,IA
2507170,Malden,MA
4828530,LUEDERS-AVOCA ISD,TX
3600047,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,NY
3800032,BEULAH 27,ND
3021960,Rau Elem,MT
1700328,Capital Area Career Center,IL
2507230,Mansfield,MA
601795,Extera Public School No. 2 District,CA
3400790,LOCH ARBOUR SCHOOL DISTRICT,NJ
1920250,Nevada Comm School District,IA
3022080,Red Lodge Elem,MT
1601680,KENDRICK JOINT DISTRICT,ID
2507260,Marblehead,MA
4828550,LUFKIN ISD,TX
3800033,FT RANSOM 6,ND
3022110,Red Lodge H S,MT
1700329,Jamp Spec Educ Services,IL
1920340,New Hampton Comm School District,IA
3400791,College Achieve Greater Asbury Park Charter School,NJ
2507290,Marion,MA
3600048,HARRIET TUBMAN CHARTER SCHOOL,NY
1601710,KIMBERLY DISTRICT,ID
3022230,Reed Point Elem,MT
4828590,LULING ISD,TX
2507320,Marlborough,MA
3800036,RICHLAND 44,ND
3400792,Achieve Community Charter School,NJ
601796,SAVA- Sacramento ACAD and Vocational Academy- EGUSD District,CA
1920460,New London Comm School District,IA
3022260,Reed Point H S,MT
2507350,Marshfield,MA
1700330,Prairieview-Ogden CCSD 197,IL
1601740,KOOTENAI DISTRICT,ID
4828620,LYFORD CISD,TX
3800037,CENTRAL ELEM 32,ND
3022290,Reichle Elem,MT
3400793,College Achieve Paterson Charter School,NJ
2507380,Martha's Vineyard,MA
1920580,Newell-Fonda Comm School District,IA
3631560,WILSON CENTRAL SCHOOL DISTRICT,NY
3022370,Richey Elem,MT
2507410,Masconomet,MA
1601770,KUNA JOINT DISTRICT,ID
1700332,Schuyler-Industry CUSD 5,IL
601797,Los Angeles Leadership Primary Academy District,CA
4828650,LYTLE ISD,TX
3400794,Achievers Early College Prep Charter School,NJ
3800038,DICKINSON 1,ND
3022410,Richey H S,MT
2507440,Mashpee,MA
3600049,ICAHN CHARTER SCHOOL 1,NY
1920610,Newton Comm School District,IA
1700333,Chester N HSD 122,IL
2507470,Mattapoisett,MA
3022710,Roberts K-12 Schools,MT
3400795,Middlesex County STEM Charter School,NJ
1601800,LAKELAND DISTRICT,ID
3800039,TIOGA 15,ND
4828680,MABANK ISD,TX
1920760,Central Springs Comm School District,IA
601798,Math and Science College Preparatory District,CA
2507500,Maynard,MA
3022750,Rocky Boy Elem,MT
3400796,BERGEN CO JDC,NJ
3631590,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,NY
1701381,La Harpe CSD 347,IL
2507530,Medfield,MA
1601830,LAPWAI DISTRICT,ID
1920820,North Linn Comm School District,IA
3800040,DAKOTA PRAIRIE 1,ND
3022790,Ronan Elem,MT
4828710,MADISONVILLE CISD,TX
3400797,ESSEX CO JDC,NJ
2507560,Medford,MA
3022800,Ronan H S,MT
601799,Ednovate - Brio College Prep District,CA
1920830,North Kossuth Comm School District,IA
3400798,OCEAN CO JDC,NJ
2507590,Medway,MA
1701382,Thompsonville CUSD 174,IL
3800041,MAY-PORT CG 14,ND
3600053,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,NY
3022920,Rosebud K-12,MT
4828740,MAGNOLIA ISD,TX
1601860,LEWISTON INDEPENDENT DISTRICT,ID
3400799,MIDDLESEX CO JDC,NJ
2507620,Melrose,MA
1920850,North Mahaska Comm School District,IA
3023040,Roundup Elem,MT
3400800,BURLINGTON CO JDC,NJ
2507680,Mendon-Upton,MA
601800,High Tech Middle Chula Vista District,CA
1701383,Exc Children Have Opportunities,IL
3800042,MIDKOTA 7,ND
4828780,MALAKOFF ISD,TX
1601900,MACKAY JOINT DISTRICT,ID
3023070,Roundup High School,MT
1920910,North Polk Comm School District,IA
3400801,UNION CO JDC,NJ
3631710,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,NY
2507740,Methuen,MA
3023160,Roy K-12 Schools,MT
3800043,GACKLE-STREETER 56,ND
2507770,Middleborough,MA
1920940,North Scott Comm School District,IA
4828800,MALONE ISD,TX
3400802,CAMDEN CO JDC,NJ
1601920,MADISON DISTRICT,ID
1701384,Illini West H S Dist 307,IL
601801,Aspire Langston Hughes Academy District,CA
3023340,Ryegate K-12 Schools,MT
2507830,Middleton,MA
3600054,KIPP ACADEMY CHARTER SCHOOL,NY
1921000,North Tama County Comm School District,IA
3023370,Saco Elem,MT
3400803,ATLANTIC CO JDC,NJ
3800044,NORTHERN CASS 97,ND
4828830,MALTA ISD,TX
2507860,Milford,MA
1701385,Carthage ESD 317,IL
1601950,MARSH VALLEY JOINT DISTRICT,ID
3023400,Saco H S,MT
3400804,MORRIS CO JDC,NJ
